episode,username,comment,quoted_user,quoted_text,join_date,post_num
Ep14,YukiTsubaki,"Wow. As everyone said. Epic. ✿ writings ✿ tumblr ✿ books ✿ profile picture by ME ✿
",,,Jan-11,807.0
Ep2,samsince04,"Wowww that was certainly something. You know a series has a stronghold over you when you can say you enjoyed that ep xD

It’s such a letdown seeing this level of animation for a series as popular as this. Anime-onlies, while you’re watching this, just have the manga in a different tab to compare. I was offended by the Rin goal the most tbh. If Isagi didn’t give his little monologue no one would know that Rin used Shidou as a decoy. It feels like some visual novel or something. 

I honestly don’t remember how Isagi gets out of this pickle, so I’m eager to see that. The additional time was funny as well. 




",,"𝒮𝑜𝓂𝑒𝓉𝒾𝓂𝑒𝓈, 𝓎𝑜𝓊 𝒸𝒶𝓃'𝓉 𝓂𝑜𝓋𝑒 𝒻𝑜𝓇𝓌𝒶𝓇𝒹 𝓌𝒾𝓉𝒽𝑜𝓊𝓉 𝒸𝓁𝑜𝓈𝒾𝓃𝑔 𝓉𝒽𝑒 𝒹𝑜𝑜𝓇 𝒷𝑒𝒽𝒾𝓃𝒹 𝓎𝑜𝓊. - 𝑅𝑒𝒾 𝒦𝒾𝓇𝒾𝓎𝒶𝓂𝒶",Sep-20,4143.0
Ep2,P5R_Yoshizawa,"Wtf happened to consistency of the animation, huge L when compared to season 1, maybe using CGI was better after all. ",,,Jun-24,32.0
Ep2,scorpioniclibra,"Y'all thought this was a soccer anime? SIKE, think again

At the beginning of the ep i thought i was about to eat my words from the last ep's forum, but realistically no. I'm here for the drama and cool visuals (and 🏳️‍🌈) and that i'm being served. 

Is it a powerpoint presentation? For the most part, yes, and a very well done one. Chigiri's little play was really cool i gotta say. And the pink tips black eyeliner dude's first goal was epic, though i did spoil myself a few chapters after the first episode.

I get a sense that soccer is difficult to animate and still look soccer-ish. And the manga itself is filled with monologue, so i'd say that the team's animation/production choices are kind of expected. 

Or maybe i'm just talking out of my elbow because i watched this while i was really tired, and i already spoiled this game so it lost that DRAMATIC factor that pulled me in in the first place so i got bored. Who knows lmao the """"egoists"""" run the showscorpioniclibraOct 12, 2024 2:09 PM",,,Jul-22,317.0
Ep3,Ba-Cii10,"YES the ""animation"" is bad and people will still watch it and complain every week xD I have an appeal to people who are so hurt by this animation, stop watching it and read the manga, you won't lose anything and you won't irritate people who still like this anime despite everything😙

 In any other anime I would rather hate such ""animation"" but here it doesn't bother me that much, I'm just interested in the course of the match, even though most of the things Isagi says are obvious, he still works well as a commentator and sells all this nonsense as something really exciting haha

But still...I hope they saved the budget for the U20 match (yes I know it's coping)
4/5",,,Nov-20,986.0
Ep2,meysie,YIPEE i love the dynamic between isagi hiori and nanase :3 theyre so sweet together ,,,Feb-24,83.0
Ep14,Ckea,"YOOOOOOOO THIS EPISODE WAS ABSOLUTE PEAK!!!! So this is where the entire budget for Season 2 went to 😂😅 In all seriousness tho, that 1v1 between the Itoshi brothers at the end was some Mappa level animation! Holy Moly! Not to mention the entire stadium's reaction to Isagi's winning goal was such a sight to behold! They made sure to end this season on the highest of notes!!

I really hope they take all the time they need to make Season 3 to be as good as this episode was or at least as good as Season 1, cuz Phase 2 looks so incredibly promising!! It would be a shame if everyone disregarded the anime again for the reasons that led to ppl caling it Frame Lock. 

Either way I am super stoked that Kunigami is gonna be back!! Always thought it was odd how they kicked him out of Blue Lock off screen like that. I do wonder if he is still gonna be a hero going forward or did he turn into a vilain after losing? Cannot wait for Blue Lock to take to the world stage!!",,,Dec-15,303.0
Ep14,MickeyMinaj,"Ya'll the score finally touched 7 again. Blue lock, see you sooooon
​🇸​​🇪​​🇹​ ​🇧​​🇾​⦂ ​🇨​​🇴​​🇿​​🇮​​🇮​
​🇨​​🇦​​🇷​​🇩​ ​🇨​​🇴​​🇱​​🇱​​🇪​​🇨​​🇹​​🇮​​🇴​​🇳
🇩​​🇪​​🇱​​🇮​​🇻​​🇪​​🇷​​🇾​",,,Jun-21,4528.0
Ep3,ratecutsplease,"Yeah I don't think I'm buying Isagi just moving on reflex with his ability, but it is what it is to buff the MC. The soccer they want to play isn't real soccer, but it's entertaining at least. ",,,May-24,32.0
Ep7,badabass,"Yeah idk if its official but that 'You're not moving, Blue Lock' sub kinda how the subber feels when doing the job of Blue Lock. Its not moving. Its sliding.

Oh well, whatever the case, nice introduction of Nagi Seishiro to the whole Japan U-20 enthusiast at that time. Let's also hope its enough to bring Blue Lock from the defeat....   Hide and seek is the best offline games on this fatamorgana-called-world-thing. Please comment nicely. I am newbie here.
 
I'm level  on mal-badges. View my badges ",,,Feb-20,9486.0
Ep7,SenpaiTM,"Yeah it was okay, i can deal with that.
Case done.⡏⠉⠛⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⣿
⣿⠀⠀⠀⠈⠛⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠛⠉⠁⠀⣿
⣿⣧⡀⠀⠀⠀⠀⠙⠿⠿⠿⠻⠿⠿⠟⠿⠛⠉⠀⠀⠀⠀⠀⣸⣿
⣿⣿⣷⣄⠀⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣴⣿⣿
⣿⣿⣿⣿⠏⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠠⣴⣿⣿⣿⣿
⣿⣿⣿⡟⠀⠀⢰⣹⡆⠀⠀⠀⠀⠀⠀⣭⣷⠀⠀⠀⠸⣿⣿⣿⣿
⣿⣿⣿⠃⠀⠀⠈⠉⠀⠀⠤⠄⠀⠀⠀⠉⠁⠀⠀⠀⠀⢿⣿⣿⣿
⣿⣿⣿⢾⣿⣷⠀⠀⠀⠀⡠⠤⢄⠀⠀⠀⠠⣿⣿⣷⠀⢸⣿⣿⣿
⣿⣿⣿⡀⠉⠀⠀⠀⠀⠀⢄⠀⢀⠀⠀⠀⠀⠉⠉⠁⠀⠀⣿⣿⣿
⣿⣿⣿⣧⠀⠀⠀⠀⠀⠀⠀⠈⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢹⣿⣿",,,May-21,1232.0
Ep12,PrimeX,Yeah it's too early for Isagi to score probably in the last episode lol,,,Jul-13,9672.0
Ep5,SenpaiTM,"Yeah just a hype episode for the upcoming Match.⡏⠉⠛⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⣿
⣿⠀⠀⠀⠈⠛⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠛⠉⠁⠀⣿
⣿⣧⡀⠀⠀⠀⠀⠙⠿⠿⠿⠻⠿⠿⠟⠿⠛⠉⠀⠀⠀⠀⠀⣸⣿
⣿⣿⣷⣄⠀⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣴⣿⣿
⣿⣿⣿⣿⠏⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠠⣴⣿⣿⣿⣿
⣿⣿⣿⡟⠀⠀⢰⣹⡆⠀⠀⠀⠀⠀⠀⣭⣷⠀⠀⠀⠸⣿⣿⣿⣿
⣿⣿⣿⠃⠀⠀⠈⠉⠀⠀⠤⠄⠀⠀⠀⠉⠁⠀⠀⠀⠀⢿⣿⣿⣿
⣿⣿⣿⢾⣿⣷⠀⠀⠀⠀⡠⠤⢄⠀⠀⠀⠠⣿⣿⣷⠀⢸⣿⣿⣿
⣿⣿⣿⡀⠉⠀⠀⠀⠀⠀⢄⠀⢀⠀⠀⠀⠀⠉⠉⠁⠀⠀⣿⣿⣿
⣿⣿⣿⣧⠀⠀⠀⠀⠀⠀⠀⠈⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢹⣿⣿",,,May-21,1232.0
Ep14,Softhenic03,"Yeah somehow they managed to do the Rin’s flow right. He looks like a creep, talks with limited vocabulary and kind of really owned everyone with his tongue out lol. Except he again missed the goal and didn’t get the validation he wanted soooo bad from his brother. At this point it feels like dude is just there to make Sae look like the “bIgGeST” player he is, according to this series. Feel for him but hey, he got his chance again with Sae who kind of recognized him for who he is as well, EXCEPT he couldn’t score the goal…

… and Isagi did. The luck he missed back then didn’t betray him this time around. Though yeah, this being this, I mean I’m glad we saw a goal from him, but the main question is… WHERE WAS THIS BUDGET, WHERE WAS THIS ANIMATION… WHERE WAS ALL OF THIS from the past 12 weeks?!?!?!?!? They went bonkers in the second half with the entire bit leading up to Isagi’s goal. Seriously, if it looked like this, it would’ve been 10x better than what it is right now. Feels like such a big fucking waste of a series which sells like hotcakes. 

Manga pacing was atrocious, but at least they did something with the adaptation, with the pacing aspect. Dope post credit scenes as well, with the Neo Egoist league introduced and all. I haven’t been reading the manga for quite some time but I think that was Kaiser in the end. So yeah, the third season will come. Hope the animation that time around won’t be as disappointing as it was here, minus the finale. Though the pacing gonna suck lol xD ",,,May-20,12248.0
Ep12,ShadowkillZ,"Yeah, I agree, Shidou, what the HELL is that? Gagamaru is really the GOATgamaru! That save was crazy! Even if I've already seen it, seeing it in animation is a whole different beast altogether!
The whole defensive segment was executed excellently despite this formation being unbashfully offensive. 

The counterattack is fucking impeccable, the synergies of all those players ensured that Isagi get to score, if only Sae didn't exist on the same field. He read all the best plays and reacted accordingly down to the last minute detail, just moments before Isagi used his direct shot by tipping him off balance. It's only because Rin is there alongside Isagi that Barou can leech that score off of them both, a hunter from the shadows. 

Fucking hell man this shit is crazy hype! The whole episode is just epic. good shit all around!

",,,Mar-16,4004.0
Ep2,pansz,"Yeah, I'm going while watching a slideshowhello, just a brazilian boy who likes anime",,,Oct-19,736.0
Ep3,Treyv0n,"Yeesh while I’ll give this 5 stars bc I love blue lock I can’t help but NOT talk about the animation man this shit had so many still frames I verbally said out loud “why are there so many still frames!!!?” Like studio 8bit sucks ass when it comes to prioritization for its shows bc ik ppl talk shit about MAPPA but hey at least if they took it in the animation would be looking phenomenal but nah we got 8bit leaving all the work to 1 animator working on 20 different cuts. I just hope U-20 is animated properly man bc this is just so sad considering I’ve been reading blue lock since 2021 like pls 8bit pls😭🙏🏽😭

Isagi’s flow scene was ruined by making it still framed but hey the colors and shit looked kinda cool to me tbh and that one part when Karasu juked out Rin was animated properly like that shit surprised me ong haha but yeah there are too many bad parts that they can’t out weight the good parts",,,Apr-21,2033.0
Ep1,Softhenic03,"Yes, just the first minute and you could feel the edge(the basic trait every character in this series carries themselves with) literally coming out of screen and hurting you lol. Though that’s just this series. Now yeah, the first season really blew up and though it hasn’t been much long since it aired, at least they did us the courtesy of recapping things a bit… only a tiny bit tho, in the form of flashing their names xD Still, blue lock is really wild, if they’re actually trying to go up against japan U-20 team.. to fight for their existence, at that. 

Isagi getting L’s, and we’re not even past the first episode lol. Not something new tbh, but it would have definitely hurt not making the top 7, forget top 6, when even Bachira and Nagi made it. Btw, Shido by bro, this ain’t a circus(though it actually is, somehow), so lay off that haircut and that juvenile detention befitting behaviour of yours. Still, mostly a build-up episode to what would be a selection trial in the coming episodes, and then that suuuuuper long match between blue lock 11 and U-20 japan. Fine start, and yeah, OP/ED has that same feeling as the first season. ",,,May-20,12248.0
Ep6,jas-samaaa,Yhh we r cooked we’ll just read the manga ladies & gentlemen,,,May-21,2612.0
Ep8,ShadowkillZ,"Yo, I can't believe I sat through all that PowerPoint and STILL ENJOYED the episode, even though I've read the manga, this adaptation still made it captivating enough to make me like watching it!

Rin's curve shot was beautiful, one long f-you to the defenders and frigid goalkeeper. They don't have the beasts like they do in Blue Lock. On the other hand, when Sae was about to score, Aryu flawlessly and stylishly saved it. DAMN man's straining his legs to its limit with that near-vertical aero-split!",,,Mar-16,4004.0
Ep2,RainyEvenings,Yoichi Isagi did nothing but some elite level cardio and made his eyes glow. Mama Mia what a player.,,,Jul-24,5259.0
Ep10,Pinguindiniz,"You guys are just delusional kkkkkk Do you think that was good? Every single scene is just the player doing a little movement and the ball either coming into or out of frame. Also, the occasional ball spinning in the air and the characters talking while still. Not to mention the zooms in between actions to replace animation.",,,Aug-18,11.0
Ep2,AgiiChan,"You know it must be bad, when you see like 90% of the discussion here focused mainly on the animation… man. I was trying so hard to disagree, but now, by myself, I have to recognize that I’ve been on copium this whole time… 
Realistically, is there any chance that they could fix anything? It’s just sad… Good that we could appreciate Karasu little moments at least… that’s all I can say ;=;",,,Apr-10,4.0
Ep7,VforWitty,"You know the animation is bad when the cgi'd feet is the only movement in the entire ep. My focus is lost by the bad animation a lot of times (the Nagi goal was clean tho). The best way to describe this season is ""it's not unwatchable"" and I love how they get creative to hide the bad animation. I suggest to read the manga of u-20 first and see the difference I feel like you all will enjoy the arc more that way.",,,Sep-21,29.0
Ep1,phantomfandom,"You know, I watch episode Nagi in cinema, and while I think it's not a good movie, it's at least can be a good recap, so just in case someone want a good reminder about who is who then I suggest watching the movie instead.

Now back to this episode, I'm one of the rare type of audience who's actually looking forward to additional time, yes, I want to know which guy is sleeping in the same room as which guy, and I get want I want. So I'm gonna say this episode does satisfy me.",,,Sep-15,7869.0
Ep9,Matchappie,"You're not crying, i am 😭😭",,,Jun-23,236.0
Ep7,samsince04,"Yukimiya is that guy man. That la boba was sick. I didn't know that's what it was called lol. It seems so simple as well. I'm gonna add that to my bag of tricks xD... The U20 defense is rlly solid. There isn't a single weakness in there. Sae is controlling things and someone's gonna have to stop him. We'll defo see Shidou at some point bcz Sendou couldn't even put one past Gagamaru 😭

The buildup to Nagi's goal was sickkkk. Isagi with his little decoy run and then Yukimiya hitting a shot. After a series of blocks, it falls to Nagi and the rest is history. Just amazing technical ability. What a way to announce yourself to your country.

Anime fans will never fail to annoy me man.... I expected to come to this thread to just be lifted by the hype of the ep but it's just peak depression over here. The overuse of slideshows is not creative but it's clearly used for reactions and there were a lot of them in this ep. But numerous important sequences in this ep included fluid animation.... I will say tho that the CGI can be off-putting sometimes and the music.... I would much rather have the crowd noise constantly like a real football match instead of a mostly mute crowd with music that doesn't make my heart dance.samsince04Nov 16, 2024 10:05 AM 




",,"𝒮𝑜𝓂𝑒𝓉𝒾𝓂𝑒𝓈, 𝓎𝑜𝓊 𝒸𝒶𝓃'𝓉 𝓂𝑜𝓋𝑒 𝒻𝑜𝓇𝓌𝒶𝓇𝒹 𝓌𝒾𝓉𝒽𝑜𝓊𝓉 𝒸𝓁𝑜𝓈𝒾𝓃𝑔 𝓉𝒽𝑒 𝒹𝑜𝑜𝓇 𝒷𝑒𝒽𝒾𝓃𝒹 𝓎𝑜𝓊. - 𝑅𝑒𝒾 𝒦𝒾𝓇𝒾𝓎𝒶𝓂𝒶",Sep-20,4143.0
Ep4,Henrique21,"a animação melhorou bastante comparado com o episodio 2 e 3, a expectativa agr é q o melhor esteja guardado pro jogo contra o sub 20 pra terminar a temporada com chave de ouro",,,May-21,2.0
Ep14,Jmnitsuj,aaaaaaaaaaaaaaaaaaaaaaaaa,,,Oct-24,1.0
Ep14,Ratnam_145,absolute cinema!!!,,,May-21,3.0
Ep14,Amh11,"absolute cinema🗿
One of the top five episodes of 2024!🔥",,,Aug-21,15.0
Ep14,Samir1237,"absolute football

referencing the ""luck"" on last game of season 1",,,May-16,13.0
Ep14,Gaston_987,absolute... CINEMA,,,Mar-23,2.0
Ep3,Mydlak69,"absolutely no animation but love the metavison from isagi 
",,,Feb-21,2.0
Ep2,EmilCioran,after seeing how bad tower of god s2 was nothing can disappoint me anymore ,,,Apr-19,75.0
Ep6,a0i-kun,"ahhhhhh that was sick!! 
10/10 idc what ya'll say
i had goosebumps. it's finally HERE",,,Feb-17,3590.0
Ep11,H_DANILO,"all I have to say is, just wtf did I watch? am I the only one seeing that the author is poorly and forcefully trying to make Shido disgusting?

The jailing scene and now ""I'll make you pregnant"" moment. Just W-T-F.",,,Oct-24,16.0
Ep14,Askedead,all i can say is amazing,,,Sep-21,2.0
Ep7,AnimeFan500,all the budget went to Nagi goal shot,,,Oct-11,9368.0
Ep2,AnthonyLuffy,"always 0 animation for a football anime... Just slide of image and a shoot... just follow for see the ""story"" but we don't see football, that's sad",,,Oct-18,450.0
Ep13,Lanser97,amazing master piece anime of the year frr,,,Sep-20,2.0
Ep14,lexagon08,"amazing work done by 8bit, nicely done animation, decent score and just a good good execution of the manga. doesn't help that the rest of the season was ass.",,,Jan-22,12.0
Ep4,pansz,"and it remains a football slideshowhello, just a brazilian boy who likes anime",,,Oct-19,736.0
Ep14,z3rogrqvity,"animation could be overall better
",,,Aug-24,1.0
Ep5,dakxsh23,animation have to be beteer,,,May-24,7.0
Ep2,JakePark,animation is horrendous compared to s1 ,,,Oct-18,1.0
Ep4,Jassson,animation is very mid.,,,Jul-15,2.0
Ep7,Kungoloo,animation sadge :(,,,Jul-21,2.0
Ep6,AMAN2410,"animation was as usual not much even in this episode, but that damn that ost got me pumped.",,,Jun-16,709.0
Ep7,ssafin,"animation was dogshit like always but at least they did the nagi goal right

after otoya's shot, i remembered the hype from nagi's goal in the manga and thankfully it carried on over to the anime, unlike literally everything else that got animated

",,,Jan-23,90.0
Ep14,MLH_08,"animation was great for the sae vs rin and isagi's goal except for that, it was acceptable and honestly was way way better then the last few ep. after watching the anime i switched to the manga due to the animation and the last ep imo was adapted well and up to standard. just my opinion tho.",,,Dec-24,1.0
Ep7,jeffu,"animation was still the same so nothing more to add to that

Nagi's goal tho was chef's kiss

""When the time is yours,
the future is waiting,
The person you become,
and the people you're creating.""",,,Oct-11,5011.0
Ep14,MarshMalo,"animation was what we needed for the whole season, it was an amazing episode",,,Aug-19,1.0
Ep4,hyorimariiiyu,"animations is good in here.But episode finished so good part :(
",,,May-23,1.0
Ep2,zephyr506,animations were horribles,,,Mar-21,1.0
Ep6,rishi681174,animations were kind of improved!,,,Mar-24,2.0
Ep5,alexswrld,"anime only here. not seeing reo or barou on the final team made me upset but i understand why, it’s pure emotional reasons why it made me sad. i genuinely liked barou and his ocd. and as for reo , he truly is behind nagi which was sad too see. overall was a lot better than the last couple episodes but that might just be because there was no actual soccer games.  

however i did see the trailers they released for both teams and seeing the clips they showed after each person scared me a little. the animation almost looks worse. however im just gonna enjoy the show and not try and focus on the animation too much, even tho its extremely obvious its bad",,,Oct-24,103.0
Ep8,Quanda1eDing1e,"another hype episode, good to see a lot of the blue locks showing their strengths in this episode",,,May-17,915.0
Ep7,purplle_yx,"another week, another painful slideshow of pngs and unnecessary vfx!!!! 

though at least JUST nagi's goal at the end exceeded my expectations (there were none to begin with)! nice to meet you, japan I AM NAGI SEISHIRO 🗣️🗣️🗣️

is it just me or is the pacing really off? everything feels so SLOW, like the continuous attacks of blue lock team and goal defense saves by u20 felt very quick and snappy in the manga but that level of excitement isnt conveyed in the anime making the scene fall flat :( which is so strange, cuz i thought if there'd be pacing issues it'd be that it's rushed (considering the chaps they gotta cover) rather than so annoyingly slow??

i cant tell if the pacing is actually okay and i only feel this way because the obnoxiously long hold of still frames making every moment feel like a drag, though.purplle_yxNov 16, 2024 8:31 AM",,,Dec-19,23.0
Ep2,IIIzanami,any tik tok edit looks better than the 2nd episode xD,,,Nov-23,1.0
Ep2,Artromex,"as I was expecting, animation looked very mediocre. I love Blue Lock and I really like this arc but this adaptation doesn't look great so far. I liked the soundtrack when Shidou scored though, music is sick as always. Plus the colors and auras do look better and I liked the moment where Chigiri shined later on in the match. But other than that, this match was mostly still frames",,,Apr-23,286.0
Ep2,Rasco,"as they say the best are not always the greatest when together lolz. 
Behold of my awesomeness~ 
controversial and/or sensitive topics likely devolve into the same repetitive, derogatory, abusive, and harassing comments can no longer be posted.
But my feels. ",,,Mar-10,56284.0
Ep10,gucci_tae_7,atleast the additional time was fun to watch 🙂‍↔️,,,Mar-22,2.0
Ep10,a0i-kun,"aye sick ep!! i can overlook the CGI/dialogue weaknesses bc of Shidou's goal and Reo's copying!! those were awesome. gave me goosebumps

2-2. great game so far. surprised zantetsu didn't sub on (nagi movie faked me out)

i haven't liked reo for the series so far but copying adds a cool take to his character. can't help comparing him to kise though who is the actual goat",,,Feb-17,3590.0
Ep1,Rasco,"ayo can't wait to see what they got, not sure what going on tbh lolz. 
Behold of my awesomeness~ 
controversial and/or sensitive topics likely devolve into the same repetitive, derogatory, abusive, and harassing comments can no longer be posted.
But my feels. ",,,Mar-10,56284.0
Ep14,Piperx,"bad animation 1.10 cap, 11-13 god",,,Jan-24,1.0
Ep8,lexagon08,bad animation continues,,,Jan-22,12.0
Ep2,ALEXLIUS,"bad animation, animasi kyk poiwerpint",,,Feb-23,1.0
Ep3,Nattyy,banger . . . . . . . . . ,,,Jan-20,6.0
Ep6,LordSnivy209,banger :heart_eyes:,,,Mar-21,1.0
Ep11,keremhergenc01,barou best player ever isagi overrated ,,,Nov-20,5.0
Ep12,keremhergenc01,barou goat of the blue lock,,,Nov-20,5.0
Ep12,ryzxgum,"barou's goal was so hype and i completely forgot about gagamaru's save, that caught me off-guard and was a really cool reference to higuita. aiku focus was good too.
Kanelbullar said:For real he was like a scorpion out there:was a reference to this iconic save from a player who was also a striker-keeper btw;
",vankoshtorata,"vankoshtorata said:that save from gagamaru was craazy didnt expect it, its always the sports animeis that shock me like that, i loved this ep",Apr-22,7501.0
Ep12,rebirthtyp,barou-barou-kyun,,,Aug-23,28.0
Ep11,yg,best ep of this buns season. shidou’s goal was actually gas. one of the best cut of animation in the show,,,Jul-20,205.0
Ep9,Ronninn,best episode by far,,,Jan-20,2255.0
Ep14,DrunkenOath,best episode by far in this season. great animation during rin and sae fight.,,,Dec-24,1.0
Ep14,taira_,best episode easily,,,Jul-23,1.0
Ep14,FluffyCaptain,best episode in a while Love this season!,,,Dec-19,2.0
Ep7,Mohammed_Anto,best episode of the arc,,,Nov-20,10.0
Ep7,N1te_,"best episode of the season so far
",,,Apr-22,3.0
Ep14,Foressss,"best episode yet with the animation between sae and rin
",,,Mar-24,4.0
Ep4,removed-user,"best so far, but still bad. maybe there is hope for the U-20 match?",,,Jul-18,561997.0
Ep14,Davidlll04_,"best top 1 better tha n naruto
",,,Nov-21,2.0
Ep6,plutocentral,better animation than the previous episodes,,,Mar-21,2.0
Ep14,adriangtrrz,better animation than the rest of the season lol,,,Nov-24,1.0
Ep4,JavanyXD,"better than last ep, at least there was some actual animation here. the bare minimum. still a big improvement over those png and stupid slideshow transitions, there's still hope for u20.",,,Jul-21,178.0
Ep11,Herrscherrr,big bang drive              asdsadasasdasdasdasd   ,,,Apr-19,1.0
Ep1,dior,blue lock looks good yall need to stop believing retards on twitter.. OP is a schizo that is coping.,,,Apr-14,150.0
Ep7,sinaux,"blue lock slideshow, i was expecting anime",,,Jul-24,1.0
Ep11,HibiChika,blue+lock=block because their flow ain't worth jackshit if all the players get in the zone. just upgrade from shikai to bankai already!,,,Jan-13,2351.0
Ep4,EikeChisaki,"bro get Nagi and Reo back together, come on, stop breaking my heart like that. Reo's words are killing me emotionally, give him back Nagi make them belong to each other againEikeChisakiOct 28, 2024 8:53 AM",,,Mar-21,3.0
Ep10,keremhergenc01,bro i watched for 20 mins but nothing happened in this episode.there are some good and fun scenes but i didnt feel anything,,,Nov-20,5.0
Ep7,camghost10,"bro the animation is kinda letting me down but the big moments still hit at least since the MANGA IS INSANE. The hype from Nagi's goal gave me goosebumps even as a Manga reader! SO NUTS. Hopefully, the animation is nuts in the 2nd half!
",,,Dec-20,93.0
Ep12,beeb0x0,"bro the annimation please ugh
",,,Sep-24,1.0
Ep2,ijumi_kookie,"bruh the cgi effects was a overkill in this epdeep fried lettuce


^i snitched this from a dude's forum signature^

",,,Jun-21,252.0
Ep10,Izui456,chigiri finally running and it uses all his stamina 😭,,,Dec-24,1.0
Ep10,EmilCioran,chigiri running was well animated O_O surprising,,,Apr-19,75.0
Ep14,TsutanaiFuun,"clearly they saved up most of thier budget for this episode. the edgyness was off the chart with this one. happy that isagi was the one who scored the final goal. rin keeps on taking L's. that statement from sae after the match end just broke that poor dude. 

and all this stuff was just phase 1. apparently real shit is yet to come. i hope they hold on and gather some good budget for 2-3 years and then start making season 3 with 24 episodes.

7/10 overall. it did get watchable and enjoyable at the end so.
The end of an era. Thank you Wit, Mappa and Isayama.
Feeling half happy, half sad.
   
Kawaii waifus
 and precious
  best girls <3333                                              


",,,Jul-21,6410.0
Ep3,dkmastersword,colored manga with dub,,,Jan-14,4.0
Ep10,JVskunkape,"conflicted again, because similarly to the previous eps, the ep was good but still looked shockingly bad at points

knew reo would get on, him and barou are just too popular not to play, easily two of the best characters.

the extra time with the mums looolI have a third testicle that gives me psychic powers",,,Nov-12,6224.0
Ep6,MrPhantom7,could be better. still waiting for some improvement in animation so that i could give it 3 but i think i will stick to 2.,,,May-24,14.0
Ep4,EmilCioran,"couldnt even tell that the guy at the beginning was giving high-fives because of the animation, i thought he was hitting their heads lol. ",,,Apr-19,75.0
Ep11,dakxsh23,crazy  animation out there in this ep and just  fucking goo and watch this masterpiece ,,,May-24,7.0
Ep6,mercury056,crazy buildup but im terrified for the following episodes,,,Aug-23,6.0
Ep8,Shilohzz,damn I had high hopes after last ep but this was straight up disappointing,,,Nov-22,101.0
Ep10,ryzxgum,"damn i'm seeing some of my favorite shidou panels get animated here...

chigiri actually had some sakuga there briefly wtf.",,,Apr-22,7501.0
Ep14,NoobHunterD,"damn they outsourced the animation to toei philMy Guitar Covers:
Playlist

I CAN ALWAYS SHOW MY EVERYTHING TO YOOOOOOOOOOOOOOOUUUU",,,Jan-12,1496.0
Ep14,pholosophy,"despite the bad animation from previous episodes, they redeemed themselves with this last peak animation of a finale. i know the talented artists and animators that worked super hard on this could COOK and it mustve been either a production or management issue with the previous animation problems
this episode proves that when the “flow” state happen, anything is possible…let’s continue to support for season 3 and leave the mistakes behind

EPISODE RATING: 10/10
OVERALL SEASON RATING: 8/10pholosophyDec 28, 2024 6:33 PM",,,Nov-23,3.0
Ep11,EmilCioran,"did they make barou shorter? he's the same height as nagi/isagi here, but i swear he was taller before",,,Apr-19,75.0
Ep2,4Dnyx,dude the golem guy is mewing in the additional time,,,Mar-21,2.0
Ep14,Adverrito,"edgiest soccer anime i've ever seen, i'm entertained tho 6/10",,,Apr-22,1476.0
Ep1,vankoshtorata,eh it was ok for an 1 ep ,,,May-24,140.0
Ep4,Jboogiewitdahood,ehh it was alright ,,,Jun-20,9.0
Ep13,pansz,"episode a little better than the others, but the next one will be cooler, hopefullyhello, just a brazilian boy who likes anime",,,Oct-19,736.0
Ep14,RoweXdfi,episode of the year,,,May-23,1.0
Ep7,Hdjwsiisiaooaoox,"even when they try to add more animation to certain scenes it just looks very awkward. i heard they were saving their budget for this arc but aparently not. gonna switch to the manga, this is insulting",,,Oct-24,101.0
Ep7,lexagon08,"everything prior to Nagi's goal was by far the worst animation we have seen this season, tbf though, there wasn't much animation considering half the episode was just still frames. totally ruined sae's goal.

however, complete justice was given to nagi's goal, still not the peak animation we saw in S1, but beyond passable",,,Jan-22,12.0
Ep3,TommyLV2010,"explanations are needed, it's a power point",,,Jan-24,1.0
Ep14,GureJoestar,felt so bad for rin :(,,,Nov-23,236.0
Ep6,lenndor,fesfsgergregdrgdgdg,,,Jul-23,2.0
Ep14,corrosion_XB,finally some good animation and rin and isagi were just way too goood,,,May-24,2.0
Ep14,Vrtolda,finally some moving in animation,,,Mar-22,4.0
Ep5,deg,flow state aka the zone the key to success and extraordinary plays ,,,Jan-09,105939.0
Ep14,Beroli,fqdffsgsgeeagaggwrgera,,,Nov-24,1.0
Ep8,ryzxgum,"fucking brilliant save from aryu there. this is still hype with this level of animation, just imagine how much better it could've been. sae brothers both cooked tbf.",,,Apr-22,7501.0
Ep2,NEXER,garbage powerpoint slideshow,,,Jan-13,2.0
